--- 2026-03-28_10-00-01 ---
jkim234 2.58963GB
root 0.910847GB
gdm 0.526608GB
pcp 0.0552826GB
polkitd 0.0389481GB
kbae2 0.0355148GB
colord 0.0118904GB
dbus 0.00756073GB
daemon 0.00651932GB
avahi 0.00562668GB
rpc 0.00523376GB
chrony 0.00431442GB
rtkit 0.00354385GB
dnsmasq 0.0025444GB
libstor+ 0.00179672GB

