--- 2026-07-08_18-00-01 ---
kbae2 39.4563GB
libstor+ 9.15527e-05GB
jkim234 3.43864GB
root 0.551384GB
gdm 0.122116GB
pcp 0.0560799GB
iansari2 0.0149269GB
sfang6 0.00807953GB
polkitd 0.00561142GB
dbus 0.00360107GB
chrony 0.0015831GB
avahi 0.00130081GB
daemon 0.000843048GB
rpc 0.000339508GB
rtkit 0.000202179GB
colord 0.000202179GB
dnsmasq 0.000106812GB

