--- 2026-07-29_22-00-01 ---
kbae2 17.5077GB
rtkit 7.62939e-05GB
dnsmasq 4.95911e-05GB
sfang6 4.2375GB
libstor+ 1.14441e-05GB
root 0.52153GB
gdm 0.112682GB
pcp 0.0567932GB
jhwang24 0.0237503GB
polkitd 0.00931549GB
iansari2 0.00823975GB
dbus 0.00311661GB
avahi 0.00106049GB
colord 0.000740051GB
chrony 0.000320435GB
daemon 0.000209808GB
rpc 0GB

