--- 2026-07-20_05-00-03 ---
kbae2 29.6229GB
dnsmasq 9.53674e-05GB
jhwang24 8.19452GB
libstor+ 1.14441e-05GB
sfang6 0.531116GB
root 0.449059GB
gdm 0.216022GB
pcp 0.0328941GB
polkitd 0.0128021GB
iansari2 0.0102348GB
jkim234 0.00540543GB
dbus 0.00405502GB
colord 0.0027771GB
chrony 0.000831604GB
rtkit 0.000621796GB
avahi 0.000480652GB
daemon 0.000305176GB
rpc 0GB

