--- 2026-01-17_23-00-03 ---
jkim234 3.11285GB
root 1.09029GB
gdm 0.689877GB
pcp 0.0735664GB
polkitd 0.0418777GB
kbae2 0.0347366GB
colord 0.014801GB
dbus 0.00749969GB
daemon 0.0067749GB
avahi 0.00569534GB
rpc 0.00540543GB
chrony 0.00444031GB
rtkit 0.00330353GB
dnsmasq 0.00271225GB
libstor+ 0.00175858GB

