--- 2026-07-18_08-00-02 ---
kbae2 27.2321GB
jhwang24 5.95974GB
libstor+ 1.14441e-05GB
root 0.389557GB
gdm 0.373581GB
sfang6 0.361462GB
jkim234 0.160412GB
pcp 0.0386162GB
polkitd 0.0113182GB
iansari2 0.00582504GB
colord 0.0042305GB
dbus 0.00407028GB
avahi 0.00148773GB
chrony 0.000720978GB
daemon 0.000312805GB
rtkit 0.000259399GB
rpc 0GB
dnsmasq 0GB

