--- 2026-03-13_02-00-01 ---
sfang6 9.9515GB
root 1.02732GB
gdm 0.706615GB
pcp 0.0392456GB
jhwang24 0.0385971GB
polkitd 0.0382805GB
kbae2 0.0352554GB
colord 0.0129738GB
dbus 0.0080986GB
daemon 0.00696182GB
avahi 0.0057106GB
rpc 0.00531769GB
chrony 0.00439072GB
rtkit 0.003479GB
dnsmasq 0.00270081GB
libstor+ 0.0017662GB

