--- 2025-10-03_18-00-01 ---
kbae2 0.925907GB
root 0.515514GB
gdm 0.178154GB
pcp 0.0515976GB
jhwang24 0.0312958GB
sfang6 0.0249443GB
polkitd 0.0162201GB
dbus 0.00468445GB
avahi 0.00370026GB
chrony 0.00273514GB
daemon 0.00256729GB
rtkit 0.00236511GB
rpc 0.00217438GB
dnsmasq 0.00174332GB
libstor+ 0.00166321GB
colord 0.00154114GB

