--- 2026-05-07_05-00-02 ---
jhwang24 58.0966GB
sfang6 14.343GB
root 1.19222GB
gdm 0.41721GB
pcp 0.0515747GB
kbae2 0.0366974GB
polkitd 0.0365372GB
colord 0.0109634GB
dbus 0.00716019GB
daemon 0.00606537GB
avahi 0.00516891GB
rpc 0.00512695GB
chrony 0.0047493GB
rtkit 0.00354004GB
dnsmasq 0.00230789GB
libstor+ 0.00176239GB

