--- 2026-03-18_13-00-02 ---
sfang6 2.63326GB
root 0.807224GB
gdm 0.401337GB
pcp 0.0571747GB
kbae2 0.0352364GB
polkitd 0.0323296GB
colord 0.0105324GB
dbus 0.00641632GB
daemon 0.00617218GB
rpc 0.00504684GB
avahi 0.00479889GB
chrony 0.00424194GB
rtkit 0.00336456GB
dnsmasq 0.00227356GB
libstor+ 0.0017662GB

