--- 2026-07-24_08-00-01 ---
kbae2 5.4911GB
dnsmasq 4.95911e-05GB
sfang6 4.30066GB
libstor+ 1.14441e-05GB
jkim234 0.853764GB
root 0.451485GB
gdm 0.116257GB
jhwang24 0.0358887GB
pcp 0.0339203GB
iansari2 0.0105476GB
polkitd 0.00988007GB
dbus 0.00318527GB
chrony 0.000812531GB
colord 0.000770569GB
avahi 0.000556946GB
rtkit 0.000370026GB
daemon 0.000209808GB
rpc 0GB

