--- 2026-01-21_00-00-02 ---
jkim234 2.31608GB
root 1.23326GB
gdm 0.608704GB
pcp 0.0761528GB
polkitd 0.0369415GB
kbae2 0.0351372GB
colord 0.01437GB
dbus 0.00754547GB
daemon 0.0067749GB
avahi 0.00569534GB
rpc 0.00540543GB
chrony 0.00444031GB
rtkit 0.0033989GB
dnsmasq 0.00268555GB
libstor+ 0.00175858GB

