--- 2025-10-13_03-00-02 ---
sfang6 14.0991GB
root 0.616726GB
gdm 0.183765GB
kbae2 0.0344963GB
pcp 0.0288773GB
polkitd 0.0251465GB
dbus 0.00482178GB
avahi 0.00373077GB
chrony 0.00272369GB
daemon 0.00256348GB
rtkit 0.00235748GB
rpc 0.00217438GB
dnsmasq 0.00174332GB
libstor+ 0.00166321GB
colord 0.00154114GB

