--- 2025-10-24_13-00-02 ---
libstor+ 6.10352e-05GB
sfang6 2.01596GB
root 0.608566GB
gdm 0.124317GB
pcp 0.037796GB
kbae2 0.0344429GB
polkitd 0.0221252GB
gsgatlin 0.0138092GB
jhwang24 0.0123024GB
dbus 0.0018158GB
avahi 0.00156021GB
chrony 0.000617981GB
rtkit 0.000404358GB
dnsmasq 0.000331879GB
daemon 0.000305176GB
rpc 0.000209808GB
colord 0GB

