--- 2026-08-10_05-00-03 ---
kbae2 32.4306GB
dnsmasq 4.95911e-05GB
jkim234 4.89951GB
libstor+ 1.14441e-05GB
root 0.565365GB
gdm 0.117287GB
pcp 0.0276375GB
sfang6 0.0172081GB
polkitd 0.0107155GB
iansari2 0.010685GB
jhwang24 0.0064888GB
dbus 0.00314331GB
avahi 0.00106049GB
colord 0.000740051GB
rtkit 0.00056076GB
chrony 0.000354767GB
daemon 0.000209808GB
rpc 0GB

