--- 2025-10-29_15-00-02 ---
jhwang24 25.0053GB
rpc 9.15527e-05GB
jkim234 7.3626GB
sfang6 6.22017GB
daemon 3.8147e-05GB
libstor+ 3.43323e-05GB
dnsmasq 1.52588e-05GB
root 0.516197GB
gdm 0.115578GB
pcp 0.0398788GB
kbae2 0.034256GB
iansari2 0.0298729GB
polkitd 0.021904GB
dbus 0.00405121GB
chrony 0.00167465GB
avahi 0.000972748GB
rtkit 0.000293732GB
colord 0GB

