--- 2026-09-04_01-00-02 ---
libstor+ 7.62939e-06GB
kbae2 4.58948GB
dnsmasq 4.57764e-05GB
colord 3.8147e-06GB
jkim234 2.12474GB
root 0.643318GB
jhwang24 0.62991GB
gdm 0.139736GB
polkitd 0.0308647GB
iansari2 0.0232353GB
pcp 0.0220757GB
tgu4 0.0153236GB
sfang6 0.0133286GB
dbus 0.00430679GB
chrony 0.0025177GB
avahi 0.00182724GB
daemon 0.000431061GB
rtkit 0.000225067GB
rpc 0GB

