--- 2026-01-19_06-00-01 ---
jkim234 3.11629GB
root 1.0901GB
gdm 0.690529GB
pcp 0.0608025GB
polkitd 0.043293GB
kbae2 0.0353966GB
colord 0.014801GB
dbus 0.00749969GB
daemon 0.0067749GB
avahi 0.00569534GB
rpc 0.00540543GB
chrony 0.00444031GB
rtkit 0.0033989GB
dnsmasq 0.00271225GB
libstor+ 0.00175858GB

