--- 2026-01-18_05-00-07 ---
jkim234 3.11269GB
root 1.11017GB
gdm 0.690517GB
pcp 0.0432777GB
polkitd 0.0421448GB
kbae2 0.035305GB
colord 0.014801GB
dbus 0.00749969GB
daemon 0.0067749GB
avahi 0.00569534GB
rpc 0.00540543GB
chrony 0.00444031GB
rtkit 0.00330353GB
dnsmasq 0.00271225GB
libstor+ 0.00175858GB

