--- 2026-03-19_23-00-01 ---
jkim234 1.8923GB
root 0.813011GB
gdm 0.537621GB
pcp 0.073864GB
kbae2 0.0354843GB
polkitd 0.0303879GB
colord 0.0120621GB
dbus 0.00753403GB
daemon 0.00651932GB
rpc 0.00524139GB
avahi 0.00520706GB
chrony 0.00432968GB
rtkit 0.00354385GB
dnsmasq 0.00254822GB
libstor+ 0.00179672GB

