--- 2026-09-04_03-00-02 ---
libstor+ 7.62939e-06GB
jkim234 5.4777GB
dnsmasq 4.57764e-05GB
kbae2 4.55021GB
colord 3.8147e-06GB
root 0.636719GB
jhwang24 0.622467GB
gdm 0.139736GB
polkitd 0.0308647GB
pcp 0.0262184GB
iansari2 0.0232353GB
tgu4 0.0153236GB
sfang6 0.0133286GB
dbus 0.00430679GB
chrony 0.0025177GB
avahi 0.00182724GB
daemon 0.000431061GB
rtkit 0.000225067GB
rpc 0GB

