--- 2025-11-12_06-00-02 ---
sfang6 10.2054GB
iansari2 4.60975GB
jkim234 3.84729GB
root 0.554653GB
gdm 0.140709GB
pcp 0.034729GB
kbae2 0.0346794GB
polkitd 0.0254593GB
jhwang24 0.011528GB
dbus 0.00390244GB
colord 0.0018959GB
chrony 0.00175095GB
avahi 0.00144958GB
daemon 0.00111771GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
rtkit 0.000301361GB
libstor+ 0.000144958GB

