--- 2026-03-19_13-00-02 ---
sfang6 17.8013GB
jkim234 1.83094GB
root 0.802834GB
gdm 0.536324GB
pcp 0.058506GB
kbae2 0.0350876GB
polkitd 0.0293274GB
colord 0.0120926GB
dbus 0.00749588GB
daemon 0.00651932GB
rpc 0.00524139GB
avahi 0.00520706GB
chrony 0.00432968GB
rtkit 0.00354385GB
dnsmasq 0.00254822GB
libstor+ 0.00179672GB

