--- 2026-08-19_00-00-02 ---
kbae2 53.4611GB
jkim234 7.13223GB
libstor+ 1.14441e-05GB
root 0.582012GB
gdm 0.145725GB
pcp 0.0751076GB
sfang6 0.0110588GB
polkitd 0.00977325GB
iansari2 0.00871658GB
jhwang24 0.00416183GB
dbus 0.00314713GB
chrony 0.00191879GB
avahi 0.00106049GB
colord 0.000679016GB
rtkit 0.000549316GB
daemon 0.000209808GB
dnsmasq 0.000152588GB
rpc 0GB

