--- 2026-08-27_08-00-01 ---
libstor+ 7.62939e-06GB
kbae2 5.30075GB
dnsmasq 4.57764e-05GB
colord 3.8147e-06GB
jkim234 1.15318GB
root 0.533237GB
gdm 0.141113GB
jhwang24 0.0626335GB
pcp 0.0356789GB
iansari2 0.0272179GB
tgu4 0.0158501GB
polkitd 0.0156097GB
sfang6 0.0151711GB
dbus 0.00386429GB
chrony 0.00217438GB
daemon 0.000431061GB
avahi 0.000354767GB
rtkit 0.000118256GB
rpc 0GB

