--- 2026-02-04_01-00-02 ---
root 0.809593GB
gdm 0.322075GB
kbae2 0.0995064GB
sfang6 0.0383034GB
pcp 0.0316696GB
polkitd 0.0286102GB
colord 0.00842667GB
dbus 0.00709534GB
chrony 0.00486755GB
daemon 0.00479507GB
avahi 0.00469971GB
rpc 0.00431061GB
rtkit 0.0032959GB
dnsmasq 0.00218582GB
libstor+ 0.00175858GB

