--- 2026-08-27_16-00-02 ---
libstor+ 7.62939e-06GB
jhwang24 4.7466GB
dnsmasq 4.57764e-05GB
colord 3.8147e-06GB
jkim234 1.15771GB
root 0.555103GB
gdm 0.141174GB
pcp 0.0527077GB
kbae2 0.0385056GB
iansari2 0.0272026GB
tgu4 0.0169563GB
polkitd 0.0166893GB
sfang6 0.0155792GB
dbus 0.00390625GB
chrony 0.00217438GB
daemon 0.000431061GB
avahi 0.000354767GB
rtkit 0.000118256GB
rpc 0GB

