--- 2026-03-19_01-00-01 ---
sfang6 15.519GB
root 0.789413GB
gdm 0.552399GB
kbae2 0.0352783GB
pcp 0.0351982GB
polkitd 0.0276604GB
colord 0.012104GB
dbus 0.00736618GB
daemon 0.00651932GB
rpc 0.00524139GB
avahi 0.00520706GB
chrony 0.00432968GB
rtkit 0.00354385GB
dnsmasq 0.00256729GB
libstor+ 0.00179672GB

