--- 2026-07-20_21-00-02 ---
kbae2 29.564GB
jhwang24 6.84637GB
sfang6 4.82261GB
libstor+ 1.14441e-05GB
root 0.483139GB
gdm 0.198048GB
pcp 0.115719GB
polkitd 0.0103569GB
iansari2 0.0056076GB
dbus 0.00419235GB
colord 0.00259781GB
avahi 0.00133133GB
chrony 0.00121307GB
daemon 0.000389099GB
rtkit 0.000343323GB
rpc 0GB
dnsmasq 0GB

