--- 2026-07-18_09-00-02 ---
kbae2 28.0585GB
sfang6 6.52982GB
jhwang24 5.84346GB
rtkit 2.67029e-05GB
libstor+ 1.14441e-05GB
root 0.326374GB
gdm 0.275803GB
jkim234 0.155186GB
pcp 0.0980911GB
polkitd 0.00786209GB
iansari2 0.00561905GB
dbus 0.00376892GB
colord 0.00315094GB
chrony 0.00112534GB
avahi 0.000793457GB
daemon 0.000293732GB
rpc 0GB
dnsmasq 0GB

