--- 2025-10-03_12-00-01 ---
sfang6 16.2027GB
kbae2 1.19906GB
root 0.671482GB
gdm 0.186253GB
pcp 0.0458527GB
jhwang24 0.0382538GB
polkitd 0.0208893GB
dbus 0.00504303GB
avahi 0.00378036GB
colord 0.00362015GB
chrony 0.00279236GB
daemon 0.00257111GB
rtkit 0.00237656GB
rpc 0.00217819GB
dnsmasq 0.00178909GB
libstor+ 0.00166321GB

