--- 2025-10-16_00-00-03 ---
jkim234 3.85553GB
root 0.864262GB
gdm 0.184727GB
pcp 0.0639687GB
kbae2 0.0349045GB
polkitd 0.0282097GB
dbus 0.00482178GB
avahi 0.00374222GB
chrony 0.00278473GB
daemon 0.00256348GB
rtkit 0.00235748GB
rpc 0.00217438GB
dnsmasq 0.00174332GB
libstor+ 0.00166321GB
colord 0.00154114GB

