--- 2026-01-20_16-00-02 ---
jkim234 5.09056GB
root 1.13096GB
gdm 0.6087GB
pcp 0.0637321GB
polkitd 0.0365791GB
kbae2 0.0347595GB
colord 0.01437GB
dbus 0.00754547GB
daemon 0.0067749GB
avahi 0.00569534GB
rpc 0.00540543GB
chrony 0.00444031GB
rtkit 0.0033989GB
dnsmasq 0.00268555GB
libstor+ 0.00175858GB

