--- 2026-07-14_20-00-03 ---
sfang6 23.2453GB
kbae2 14.371GB
libstor+ 9.15527e-05GB
root 0.587193GB
gdm 0.134678GB
pcp 0.0605659GB
iansari2 0.0131264GB
polkitd 0.010479GB
dbus 0.00352097GB
avahi 0.00134659GB
chrony 0.0012207GB
daemon 0.000827789GB
rpc 0.000328064GB
rtkit 0.000198364GB
colord 0.00019455GB
dnsmasq 0.000106812GB

