--- 2026-07-02_13-00-02 ---
sfang6 56.9298GB
jkim234 15.0216GB
libstor+ 9.15527e-05GB
kbae2 2.49712GB
root 0.477398GB
gdm 0.122089GB
pcp 0.0905457GB
jhwang24 0.024395GB
iansari2 0.0130882GB
polkitd 0.0125999GB
dbus 0.00411224GB
chrony 0.0018959GB
daemon 0.000999451GB
avahi 0.000427246GB
rtkit 0.000385284GB
rpc 0.000347137GB
colord 0.000209808GB
dnsmasq 0.000106812GB

