--- 2026-03-26_17-00-01 ---
kbae2 3.15014GB
jkim234 1.18626GB
root 0.887993GB
gdm 0.528816GB
pcp 0.0648689GB
polkitd 0.0392876GB
colord 0.0119553GB
dbus 0.00757217GB
daemon 0.00651932GB
avahi 0.00563431GB
rpc 0.00523758GB
chrony 0.00432205GB
rtkit 0.00354385GB
dnsmasq 0.0025444GB
libstor+ 0.00179672GB

