--- 2025-10-21_05-00-09 ---
sfang6 7.15107GB
root 0.577389GB
gdm 0.167892GB
kbae2 0.0344467GB
pcp 0.0287743GB
polkitd 0.0267792GB
dbus 0.00444031GB
avahi 0.00323105GB
chrony 0.00218582GB
daemon 0.0020752GB
rtkit 0.00188065GB
rpc 0.00174713GB
dnsmasq 0.00151062GB
libstor+ 0.0014801GB
colord 0.00107574GB

