--- 2026-01-31_17-00-01 ---
sfang6 7.96982GB
root 0.800404GB
gdm 0.321152GB
pcp 0.0604057GB
jhwang24 0.0363808GB
kbae2 0.0346756GB
polkitd 0.0287933GB
colord 0.00843048GB
dbus 0.00709915GB
daemon 0.00479507GB
avahi 0.00469971GB
rpc 0.00431061GB
chrony 0.00415039GB
rtkit 0.0032959GB
dnsmasq 0.00218582GB
libstor+ 0.00175858GB

