--- 2025-09-25_23-00-01 ---
iansari2 3.0499GB
kbae2 2.0837GB
sfang6 0.832088GB
root 0.583412GB
gdm 0.187782GB
pcp 0.0638313GB
polkitd 0.0169983GB
dbus 0.00510406GB
colord 0.00363922GB
avahi 0.00354385GB
daemon 0.00262451GB
rtkit 0.00237656GB
chrony 0.0022583GB
rpc 0.00219727GB
dnsmasq 0.00179291GB
libstor+ 0.00166702GB

