--- 2025-09-17_16-25-21 ---
sfang6 14.7735GB
jkim234 3.34291GB
kbae2 1.72899GB
iansari2 0.560196GB
root 0.490356GB
gdm 0.204872GB
pcp 0.0541687GB
polkitd 0.0145607GB
dbus 0.00495911GB
colord 0.00383377GB
avahi 0.00360489GB
daemon 0.00262451GB
chrony 0.0022583GB
rpc 0.00219727GB
rtkit 0.00198364GB
dnsmasq 0.00179291GB
libstor+ 0.00166702GB

