--- 2026-07-03_18-00-01 ---
libstor+ 9.15527e-05GB
kbae2 7.07807GB
jkim234 3.57994GB
root 0.554115GB
gdm 0.128506GB
pcp 0.0530128GB
polkitd 0.0150414GB
iansari2 0.0148506GB
sfang6 0.0142784GB
dbus 0.00409698GB
chrony 0.0018692GB
avahi 0.00183105GB
daemon 0.000999451GB
rtkit 0.000370026GB
rpc 0.000347137GB
colord 0.000209808GB
dnsmasq 0.000106812GB

