--- 2026-02-02_15-00-02 ---
jkim234 1.85074GB
kbae2 1.81614GB
root 0.856915GB
gdm 0.321918GB
pcp 0.058979GB
sfang6 0.0410385GB
polkitd 0.0285645GB
colord 0.00842667GB
dbus 0.00709534GB
chrony 0.00486755GB
daemon 0.00479507GB
avahi 0.00469971GB
rpc 0.00431061GB
rtkit 0.0032959GB
dnsmasq 0.00218582GB
libstor+ 0.00175858GB

