--- 2025-10-20_15-00-02 ---
sfang6 4.07196GB
jkim234 2.13128GB
root 0.59507GB
gdm 0.164505GB
pcp 0.0490646GB
kbae2 0.0349579GB
polkitd 0.0261269GB
dbus 0.00444031GB
avahi 0.00323105GB
chrony 0.00218582GB
daemon 0.0020752GB
rtkit 0.00188065GB
rpc 0.00174713GB
dnsmasq 0.00151062GB
libstor+ 0.0014801GB
colord 0.00107574GB

