--- 2025-11-15_19-00-02 ---
iansari2 5.91199GB
jhwang24 5.03979GB
jkim234 1.33108GB
root 0.721298GB
gdm 0.13559GB
pcp 0.059063GB
kbae2 0.0348549GB
polkitd 0.025322GB
dbus 0.00473022GB
colord 0.00189209GB
avahi 0.00174332GB
chrony 0.00162125GB
daemon 0.00113678GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
rtkit 0.000301361GB
libstor+ 0.000144958GB

