--- 2025-10-17_03-00-02 ---
sfang6 8.63266GB
root 0.704292GB
gdm 0.184814GB
kbae2 0.0343666GB
polkitd 0.029705GB
pcp 0.0289345GB
dbus 0.00482178GB
avahi 0.00374222GB
chrony 0.0027771GB
daemon 0.00256348GB
rtkit 0.00236893GB
rpc 0.00217438GB
dnsmasq 0.00174332GB
libstor+ 0.00166321GB
colord 0.00154114GB

