--- 2025-11-05_23-00-01 ---
jkim234 13.7064GB
kbae2 6.18727GB
asaito2 4.47655GB
iansari2 2.86491GB
sfang6 1.54387GB
root 1.06344GB
gdm 0.680298GB
pcp 0.0800705GB
polkitd 0.0322342GB
colord 0.0127945GB
dbus 0.00750732GB
daemon 0.00686264GB
rpc 0.00537109GB
avahi 0.00494385GB
chrony 0.0043869GB
rtkit 0.00341797GB
dnsmasq 0.00258255GB
libstor+ 0.0018692GB

