--- 2025-10-09_15-00-02 ---
jkim234 35.9686GB
sfang6 7.87621GB
kbae2 0.788937GB
root 0.637512GB
gdm 0.179844GB
pcp 0.0550156GB
polkitd 0.01894GB
dbus 0.00482178GB
avahi 0.00373077GB
chrony 0.00272369GB
daemon 0.00256348GB
rtkit 0.00235748GB
rpc 0.00217438GB
dnsmasq 0.00174332GB
libstor+ 0.00166321GB
colord 0.00154114GB

