--- 2026-01-21_13-00-02 ---
jkim234 1.98978GB
root 1.13158GB
gdm 0.608719GB
pcp 0.0581627GB
polkitd 0.0376167GB
kbae2 0.03508GB
colord 0.01437GB
dbus 0.00754547GB
daemon 0.0067749GB
avahi 0.00569534GB
rpc 0.00540543GB
chrony 0.00444031GB
rtkit 0.0033989GB
dnsmasq 0.00268555GB
libstor+ 0.00175858GB

