--- 2025-11-14_20-00-01 ---
jhwang24 5.03434GB
iansari2 2.50591GB
jkim234 1.55376GB
root 0.720985GB
gdm 0.135452GB
kbae2 0.107334GB
pcp 0.0646172GB
polkitd 0.0246162GB
dbus 0.00466919GB
colord 0.00189209GB
avahi 0.00174332GB
chrony 0.00162125GB
daemon 0.00109863GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
rtkit 0.000301361GB
libstor+ 0.000144958GB

