--- 2025-11-05_12-00-03 ---
jkim234 5.55143GB
iansari2 2.81571GB
root 0.92244GB
gdm 0.691246GB
pcp 0.0594749GB
kbae2 0.0351868GB
polkitd 0.0308914GB
colord 0.013195GB
dbus 0.00736237GB
daemon 0.00686264GB
rpc 0.00537109GB
avahi 0.00494385GB
chrony 0.0043869GB
rtkit 0.00341797GB
dnsmasq 0.00260925GB
libstor+ 0.0018692GB

