--- 2025-10-28_04-00-01 ---
libstor+ 4.95911e-05GB
iansari2 4.71583GB
dnsmasq 1.52588e-05GB
root 0.627853GB
gdm 0.115223GB
sfang6 0.0375557GB
kbae2 0.0342941GB
polkitd 0.0272141GB
pcp 0.0234146GB
gsgatlin 0.016304GB
dbus 0.00319672GB
avahi 0.00133896GB
daemon 0.00037384GB
chrony 0.000228882GB
rtkit 0.000152588GB
rpc 0.000102997GB
colord 0GB

