--- 2026-09-25_14-00-01 ---
libstor+ 7.62939e-06GB
dnsmasq 4.57764e-05GB
colord 3.8147e-06GB
kbae2 1.60067GB
root 0.609154GB
gdm 0.117664GB
pcp 0.0476227GB
jhwang24 0.0401268GB
iansari2 0.0262604GB
tgu4 0.0190582GB
sfang6 0.0149002GB
polkitd 0.0135193GB
dbus 0.00331116GB
avahi 0.00114822GB
chrony 0.00100327GB
rtkit 0.000370026GB
daemon 0.000259399GB
rpc 0GB

