--- 2026-03-24_20-00-01 ---
sfang6 5.79173GB
jkim234 2.01472GB
root 0.865364GB
gdm 0.536987GB
pcp 0.0684814GB
polkitd 0.0354385GB
kbae2 0.0354195GB
colord 0.0120621GB
dbus 0.00757217GB
daemon 0.00651932GB
avahi 0.00564957GB
rpc 0.00524139GB
chrony 0.00432968GB
rtkit 0.00354385GB
dnsmasq 0.00254822GB
libstor+ 0.00179672GB

