--- 2026-06-29_15-00-01 ---
libstor+ 9.15527e-05GB
sfang6 4.25529GB
kbae2 2.48922GB
jkim234 0.713261GB
root 0.566586GB
gdm 0.132015GB
pcp 0.0593071GB
jhwang24 0.0375137GB
iansari2 0.016777GB
polkitd 0.0156517GB
dbus 0.00473404GB
chrony 0.00198746GB
avahi 0.00195694GB
daemon 0.00102615GB
rtkit 0.000759125GB
rpc 0.000350952GB
colord 0.000209808GB
dnsmasq 0.000106812GB

