--- 2026-01-17_19-00-03 ---
jkim234 3.11203GB
root 1.08868GB
gdm 0.689877GB
pcp 0.0677109GB
polkitd 0.0416756GB
kbae2 0.0350685GB
colord 0.014801GB
dbus 0.00749969GB
daemon 0.0067749GB
avahi 0.00569534GB
rpc 0.00540543GB
chrony 0.00444031GB
rtkit 0.00330353GB
dnsmasq 0.00271225GB
libstor+ 0.00175858GB

