--- 2026-03-27_16-00-02 ---
jkim234 4.40829GB
kbae2 2.87029GB
root 0.891544GB
gdm 0.526989GB
pcp 0.0676537GB
polkitd 0.0389519GB
colord 0.0118904GB
dbus 0.00756073GB
daemon 0.00651932GB
avahi 0.00562668GB
rpc 0.00523376GB
chrony 0.00431442GB
rtkit 0.00354385GB
dnsmasq 0.0025444GB
libstor+ 0.00179672GB

