--- 2025-10-20_10-00-03 ---
sfang6 4.67255GB
root 0.5541GB
gdm 0.164497GB
pcp 0.0383911GB
kbae2 0.0348778GB
polkitd 0.0256767GB
dbus 0.00440979GB
avahi 0.00323105GB
chrony 0.00218582GB
daemon 0.0020752GB
rtkit 0.00188065GB
rpc 0.00174713GB
dnsmasq 0.00151062GB
libstor+ 0.0014801GB
colord 0.00107574GB

