--- 2026-07-29_04-00-01 ---
sfang6 37.2548GB
rtkit 8.39233e-05GB
dnsmasq 4.95911e-05GB
libstor+ 1.14441e-05GB
root 0.490803GB
gdm 0.110252GB
kbae2 0.0756493GB
jhwang24 0.0255165GB
pcp 0.0233192GB
polkitd 0.00978851GB
iansari2 0.00741196GB
dbus 0.0031395GB
avahi 0.00106049GB
colord 0.000747681GB
chrony 0.000347137GB
daemon 0.000209808GB
rpc 0GB

