--- 2025-11-09_08-00-02 ---
sfang6 10.0078GB
jkim234 6.44632GB
iansari2 2.71688GB
jhwang24 1.87534GB
root 0.958206GB
gdm 0.419662GB
pcp 0.0507736GB
kbae2 0.0346794GB
polkitd 0.0280952GB
colord 0.00988388GB
dbus 0.00642776GB
daemon 0.00576782GB
rpc 0.00522232GB
avahi 0.0038147GB
chrony 0.00379562GB
rtkit 0.00338364GB
dnsmasq 0.00221252GB
libstor+ 0.00186539GB

