--- 2026-07-12_13-00-01 ---
kbae2 37.1865GB
libstor+ 9.15527e-05GB
jkim234 0.589542GB
root 0.566261GB
gdm 0.140064GB
pcp 0.0446396GB
sfang6 0.0275536GB
polkitd 0.010479GB
iansari2 0.00948334GB
dbus 0.00352097GB
avahi 0.00134659GB
chrony 0.0012207GB
daemon 0.000827789GB
rpc 0.000328064GB
rtkit 0.000198364GB
colord 0.00019455GB
dnsmasq 0.000106812GB

