--- 2026-07-26_07-00-01 ---
kbae2 34.8069GB
rtkit 9.53674e-05GB
sfang6 8.4107GB
dnsmasq 4.95911e-05GB
libstor+ 1.14441e-05GB
root 0.427048GB
gdm 0.115723GB
pcp 0.0297661GB
jhwang24 0.0251656GB
iansari2 0.0109367GB
polkitd 0.00704193GB
dbus 0.00306702GB
colord 0.00075531GB
chrony 0.000610352GB
avahi 0.000549316GB
daemon 0.000209808GB
rpc 0GB

