--- 2025-11-15_14-00-01 ---
iansari2 5.43146GB
jhwang24 5.03902GB
root 0.701359GB
gdm 0.135586GB
pcp 0.0603218GB
kbae2 0.0348854GB
polkitd 0.0248222GB
dbus 0.00466919GB
colord 0.00189209GB
avahi 0.00174332GB
chrony 0.00162125GB
daemon 0.00113678GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
rtkit 0.000301361GB
libstor+ 0.000144958GB

