--- 2026-09-02_15-00-01 ---
libstor+ 7.62939e-06GB
dnsmasq 4.57764e-05GB
kbae2 4.54465GB
colord 3.8147e-06GB
jkim234 2.21154GB
jhwang24 0.629864GB
root 0.628609GB
gdm 0.138577GB
pcp 0.0527725GB
polkitd 0.0304413GB
iansari2 0.0233078GB
tgu4 0.0152054GB
sfang6 0.0130386GB
dbus 0.00393677GB
chrony 0.0025177GB
avahi 0.00182724GB
daemon 0.000431061GB
rtkit 0.000225067GB
rpc 0GB

