--- 2025-11-17_02-00-01 ---
iansari2 6.61694GB
kbae2 2.46889GB
root 0.730511GB
gdm 0.134048GB
polkitd 0.0252304GB
pcp 0.0252266GB
dbus 0.00461197GB
colord 0.00189209GB
avahi 0.00169754GB
chrony 0.00143433GB
daemon 0.00111771GB
rtkit 0.00102234GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
libstor+ 0.000144958GB

